,w,h,x_center,id,y_center,classes
22,0.16119462025316456,0.12921940928270045,0.4886570411392406,image_287,0.307212552742616,4
23,0.334256329113924,0.3850210970464135,0.4792622626582279,image_287,0.6579509493670885,5
24,0.19284018987341775,0.3771097046413503,0.11187697784810127,image_287,0.7080564345991561,3
25,0.18295094936708864,0.2874472573839663,0.20285799050632913,image_287,0.7225606540084387,5
26,0.3065664556962025,0.457542194092827,0.23796479430379747,image_287,0.36984440928270035,2
27,0.981012658227848,0.6777426160337553,0.4950850474683544,image_287,0.5287315400843882,0
28,0.7120253164556962,0.6091772151898734,0.3971815664556962,image_287,0.5155458860759493,1
29,1.323587369420703,0.46640958867521387,1.0152124881291549,image_1602,0.23689069177350425,0
30,1.066951566951567,0.43100961538461546,1.0159850660875256,image_1602,0.22548076923076915,1
31,0.4074074074074075,0.18725961538461533,0.6024335232668566,image_1602,0.09306891025641024,5
32,0.15954415954415951,0.10096153846153841,0.6771901709401709,image_1602,0.20515141165755904,5
33,0.3158302585898216,0.14742867276166455,0.9946956782339297,image_1602,0.4325356636191677,5
34,0.39458689458689444,0.2291666666666666,0.6046636853330845,image_1602,0.3532123528793611,7
35,0.42022792022792044,0.07852564102564112,1.372517144614139,image_1602,0.42001869658119645,7
36,0.20759734093067614,0.09815705128205121,0.9069622507122518,image_1602,0.05104659258091632,6
37,0.195156695156697,0.1041666666666666,0.8169615890585845,image_1602,0.2386290195460277,10
38,0.24643874643874647,0.05769230769230766,1.38281072423832,image_1602,0.34653938104245485,4
39,0.22222222222222202,0.14983974358974353,1.0295222082107325,image_1602,0.11379595330671143,4
40,0.051282051282051155,0.14022435897435895,0.9981184710351377,image_1602,0.28740651709401716,8
41,0.48752743916678354,0.21891354035308958,1.3444876465368272,image_1602,0.19614432271963012,8
42,0.9579861111111112,0.9993827160493827,0.48090277777777773,image_1164,0.5021604938271608,0
43,0.7821952160493826,0.915740740740741,0.4276523919753088,image_1164,0.5328703703703703,1
44,0.11545138888888892,0.24598765432098768,0.7532118055555557,image_1164,0.12391975308641982,5
45,0.09837962962962964,0.16460905349794233,0.3399884259259259,image_1164,0.17047325102880642,5
46,0.22272376543209874,0.3075445816186556,0.13497299382716046,image_1164,0.15840192043895743,6
47,0.2923611111111111,0.5327160493827161,0.14565972222222223,image_1164,0.5083333333333333,2
48,0.12208719135802477,0.22184499314128947,0.09017168209876542,image_1164,0.8258058984910838,5
49,0.34942129629629637,0.5529492455418383,0.5103587962962963,image_1164,0.5599451303155009,7
50,0.21219135802469122,0.6292866941015091,0.7581983024691359,image_1164,0.5737654320987652,7
51,0.20869984567901237,0.18189300411522635,0.3185667438271605,image_1164,0.32880658436214005,8
52,0.1128472222222222,0.19204389574759934,0.5070408950617283,image_1164,0.18350480109739384,8
53,0.3596836419753088,0.2516460905349794,0.7029706790123456,image_1164,0.8760288065843619,5
54,0.9368055555555556,0.959567901234568,0.4684027777777778,image_1170,0.5214506172839507,0
55,0.7755979938271602,0.9108024691358028,0.3872010030864199,image_1170,0.5436728395061727,1
56,0.11545138888888892,0.24598765432098768,0.7236979166666666,image_1170,0.18101851851851866,5
57,0.09837962962962964,0.16460905349794233,0.2957175925925926,image_1170,0.2105967078189299,5
58,0.19826388888888893,0.3598765432098766,0.09895833333333333,image_1170,0.17962962962962964,6
59,0.2477430555555556,0.5774691358024692,0.1238715277777778,image_1170,0.5276234567901236,2
60,0.13423996913580255,0.22493141289437601,0.06656057098765429,image_1170,0.8674725651577502,5
61,0.35503472222222227,0.5308641975308644,0.4693576388888889,image_1170,0.5910493827160496,7
62,0.23391203703703714,0.6353223593964334,0.7204282407407409,image_1170,0.5954389574759945,7
63,0.20869984567901234,0.1818930041152263,0.26995563271604944,image_1170,0.3812757201646092,8
64,0.11118827160493835,0.19646776406035643,0.4576003086419753,image_1170,0.23972908093278483,8
65,0.36853780864197555,0.2751028806584365,0.6744116512345678,image_1170,0.8646090534979423,5
66,1.4200177478866003,0.5125538566624636,1.036105272990519,image_1616,0.2559498476250524,0
67,1.0989678202792956,0.45423497267759555,1.0372495446265937,image_1616,0.24583333333333332,1
68,0.39465695203400125,0.20905908469945353,0.5378567091681846,image_1616,0.10382086748633879,5
69,0.15954415954415951,0.10096153846153841,0.649867766568586,image_1616,0.2290585154826958,5
70,0.3568138651471989,0.1602360498108449,0.9742038749552409,image_1616,0.4688232319251788,5
71,0.39460304672053276,0.23688327553593932,0.5864568251521804,image_1616,0.38097776113913406,7
72,0.46076014276150956,0.08963346819391879,1.3927832558809332,image_1616,0.4486258888538603,7
73,0.21488964006040853,0.11890927122740642,0.8289384448025175,image_1616,0.06372376129676333,6
74,0.18580801535036517,0.11051715531736021,0.7773752880139493,image_1616,0.26144224201345106,10
75,0.28081360048573195,0.06403688524590176,1.4114146933819063,image_1616,0.37006489071038245,4
76,0.2144668628275183,0.16085069444444447,1.010465414973612,image_1616,0.12442437955373403,4
77,0.07084374464838983,0.1446592143057306,0.9851306474086527,image_1616,0.31267722344822757,8
78,0.48752743916678354,0.21891354035308958,1.3475234692447808,image_1616,0.23029732818411094,8
79,1.5972810111699,0.460515873015873,0.8883965314520871,image_536,0.3317212301587302,0
80,0.5055849500293947,0.26537698412698413,1.4125073486184596,image_536,0.3689070767195767,5
81,0.2838546787795645,0.09110973784206913,1.421961549499107,image_536,0.4023039273752618,5
82,0.4892672919739596,0.37169657587657573,1.4294845197978525,image_536,0.2578769104744105,5
83,0.3491069369083831,0.13842028241208304,1.2291355380125928,image_536,0.4902557979473976,5
84,0.47361387622363427,0.2551513461826204,0.8520819507770718,image_536,0.43440349357535646,5
85,0.4027042915931805,0.18653273809523807,0.3410787771898883,image_536,0.469870205026455,5
86,0.5804816421928238,0.161659895748908,0.5108022555467352,image_536,0.35838451136651744,5
87,0.21604938271604965,0.04464285714285718,0.9473398001175781,image_536,0.1386656746031746,4
88,0.2678439322544671,0.1942719816716944,0.44410715131241874,image_536,0.0971359908358472,6
89,0.48500881834215165,0.16865079365079352,0.7540711346266902,image_536,0.20976355820105821,8
90,0.16754850088183412,0.04794973544973535,0.9745296884185775,image_536,0.17173445767195777,4
91,0.2537623019550729,0.17195767195767198,1.1001809435544376,image_250,0.1594246031746032,4
92,0.42698265589831863,0.29017857142857145,0.3361357517984024,image_250,0.1912533068783069,7
93,0.1279844653338629,0.0884589947089947,0.6334789708283685,image_250,0.2342427248677249,8
94,0.12577783662121006,0.05539021164021164,0.7669800079438635,image_250,0.22432208994708996,8
95,0.06288891831060509,0.1173941798941799,0.6009311973167395,image_250,0.3371693121693122,8
96,0.10812480691998766,0.019014550264550283,0.517630963414096,image_250,0.3483300264550265,8
97,0.08495520543713311,0.01818783068783074,0.7178825190873384,image_250,0.34874338624338624,8
98,0.4137428836224017,0.3025793650793651,0.4056445562469659,image_250,0.5364087301587301,2
99,0.19308001235712083,0.2116402116402116,0.15077893993556646,image_250,0.5388888888888889,3
100,0.5527604925195286,0.4125330687830688,1.0543933977668918,image_250,0.4615906084656085,5
101,1.0492519528664108,0.5613425925925927,0.7002294893861158,image_250,0.34336970899470903,3
102,1.2544684231431218,0.6109457671957672,0.6936096032481575,image_250,0.33592923280423287,0
103,0.49207820292157634,0.31415343915343913,0.7261573767597865,image_244,0.15694444444444447,2
104,0.3332009356105743,0.2546296296296296,0.35544375303411446,image_244,0.24209656084656087,3
105,0.6388190123129883,0.394345238095238,0.3824749547641114,image_244,0.5492228835978837,5
106,0.2140429851273224,0.1281415343915344,0.8817247010018096,image_244,0.4425760582010583,5
107,0.38616002471424166,0.16203703703703706,1.1432102034511675,image_244,0.6099867724867726,5
108,0.14674080939141174,0.0934193121693122,1.1382452888476988,image_244,0.18463955026455028,4
109,0.4071229974844432,0.3323412698412699,1.1250055165717818,image_244,0.3007936507936508,7
110,1.1055209850390573,0.5828373015873016,0.6809214881504038,image_244,0.3789186507936508,1
111,1.3162540270974008,0.6531084656084656,0.670440001765303,image_244,0.378505291005291,0
112,1.541740152851264,0.45634920634920634,0.8753233392122282,image_522,0.32054398148148144,0
113,0.4837592319714729,0.2497784207402958,1.3705101547373675,image_522,0.3378505383071007,5
114,0.25446020494064614,0.08449598122831237,1.369051496589054,image_522,0.37667562049695485,5
115,0.47016088397866285,0.3559889039189038,1.3993551841129614,image_522,0.23514212211462215,5
116,0.34469776583254574,0.1652390654808664,1.2225217813988358,image_522,0.4760196868362864,5
117,0.4724234000331573,0.26751907105034534,0.8426683705301582,image_522,0.42487968405154697,5
118,0.3880070546737214,0.19097222222222227,0.34842739564961794,image_522,0.4631531084656085,5
119,0.5554963394297427,0.1492591020981143,0.5056582226249243,image_522,0.3447436383506445,5
120,0.20937727587810528,0.045405783582089576,0.9146092728596877,image_522,0.12085930713496014,4
121,0.2709009575337141,0.18936953458174743,0.43082084913722746,image_522,0.09468476729087372,6
122,0.4629629629629631,0.16451719576719576,0.7459876543209878,image_522,0.19612268518518516,8
123,0.15005023383962043,0.0409058378741214,0.9672502785894164,image_522,0.14837123904288074,4
124,0.15229430379746836,0.12394514767932485,0.4533425632911392,image_278,0.3058939873417721,4
125,0.29568829113924056,0.29931434599156126,0.7257911392405063,image_278,0.2551292194092827,7
126,0.31052215189873417,0.4997362869198312,0.8382416930379746,image_278,0.6045490506329113,5
127,0.35897943037974683,0.4311708860759493,0.4510779272151899,image_278,0.6823444092827005,5
128,0.21855221518987344,0.23997890295358654,0.5549149525316456,image_278,0.464121835443038,3
129,0.22349683544303797,0.3362341772151898,0.14896162974683544,image_278,0.7522283755274262,5
130,0.33524525316455694,0.490506329113924,0.1919798259493671,image_278,0.36786656118143457,2
131,0.7347705696202532,0.635548523206751,0.3729529272151899,image_278,0.552465717299578,1
132,0.9816356803797469,0.7018855485232067,0.49081784018987346,image_278,0.5509427742616033,0
133,0.9080929487179488,0.9987179487179485,0.46282051282051284,image_1428,0.5016381766381766,0
134,0.4391025641025642,0.506410256410256,0.6716346153846154,image_1428,0.253205128205128,7
135,0.48533128415300564,0.42980477324739597,0.6672301912568306,image_1428,0.7841716874503761,5
136,0.2500669924337958,0.4739981785063755,0.41859631147540977,image_1428,0.5808071785530801,3
137,0.1771247110130308,0.27774158143010613,0.3377210093526693,image_1428,0.2604519872962499,4
138,0.18145032051282048,0.4665242165242167,0.09348958333333332,image_1428,0.6682336182336183,2
139,0.25905448717948715,0.23646723646723655,0.23245192307692308,image_1428,0.8808404558404558,5
140,0.9634259259259259,0.9774691358024696,0.48171296296296295,image_1366,0.511882716049383,0
141,0.6908275462962956,0.9298353909465025,0.37009548611111076,image_1366,0.5241769547325105,1
142,0.32118055555555536,0.6224279835390947,0.8363136574074076,image_1366,0.6904835390946502,5
143,0.2158669549534198,0.33720997753035953,0.5591093465973641,image_1366,0.44363780958873006,3
144,0.2993189625322338,0.4642258351251412,0.463129870585735,image_1366,0.7695846133016269,5
145,0.19241898148148143,0.3548868312757201,0.18527199074074072,image_1366,0.824511316872428,5
146,0.15624999999999994,0.19032921810699574,0.46087962962962953,image_1366,0.18786008230452672,4
147,0.32149884259259276,0.36790123456790197,0.7565827546296298,image_1366,0.18395061728395098,7
148,0.3233506944444444,0.5830246913580271,0.20588831018518516,image_1366,0.4022119341563799,2
149,0.7271655701754386,0.8236842105263158,0.5010827850877193,image_913,0.4118421052631579,0
150,0.22015107212475601,0.38136777128005184,0.24694505360623764,image_913,0.19019655620532802,5
151,0.1230354532163742,0.2378654970760232,0.28916758040935675,image_913,0.2028021442495127,5
152,0.11924342105263162,0.20599415204678356,0.3547971491228071,image_913,0.10192495126705647,5
153,0.20879934210526313,0.24863547758284602,0.5101288377192982,image_913,0.12431773879142301,5
154,0.23300438596491227,0.8516081871345029,0.20814144736842108,image_913,0.5063109161793373,5
155,0.26955409356725146,0.4763861815031415,0.2707328216374269,image_913,0.6549355642191897,7
156,0.17763157894736845,0.3056313623565085,0.4379934210526315,image_913,0.42598548841238876,3
157,0.1395132797270957,0.14233809833224936,0.5118771320662767,image_913,0.6379927442061949,4
158,0.13771625243664723,0.22887697639159682,0.5086638036062378,image_913,0.6824426034221354,4
159,0.2222069931773877,0.38769222438813056,0.6864019858674465,image_913,0.20586149014511607,2
160,0.9863814890710382,0.9527322404371587,0.5062884221311476,image_1400,0.5217820279295688,0
161,0.34375,0.8222222222222223,0.8276041666666667,image_1400,0.41111111111111115,7
162,0.23752561475409828,0.11050394656951995,0.8823727800546448,image_1400,0.9461445051608985,5
163,0.2809084699453552,0.48573163327261615,0.6188866120218579,image_1400,0.7406193078324222,3
164,0.21857923497267695,0.37492410443230123,0.4895321038251363,image_1400,0.34064966605950214,4
165,0.39532103825136533,0.2726472374013355,0.19697745901639305,image_1400,0.8654523375834849,2
166,0.9994791666666667,0.9166666666666667,0.49973958333333335,image_1414,0.5398148148148149,0
167,0.5204898329129887,0.7883377703049833,0.7185782497898276,image_1414,0.39416888515249165,7
168,0.43120468158890274,0.20601559945822223,0.7853992617696512,image_1414,0.8993426276213162,5
169,0.28712628730559075,0.5028443323525289,0.4271099332702816,image_1414,0.7501447853906872,3
170,0.20235655737704925,0.34456587735276273,0.3261066887347625,image_1414,0.3712706085656906,4
171,0.21152335540142916,0.2398019709495122,0.10517582229928542,image_1414,0.879173088599318,2
172,0.724537037037037,0.837551440329218,0.5065393518518518,image_907,0.418775720164609,0
173,0.22453703703703695,0.38683127572016435,0.24612268518518515,image_907,0.20997942386831264,5
174,0.1168981481481481,0.22839506172839483,0.289525462962963,image_907,0.21512345679012354,5
175,0.11226851851851875,0.23539094650205725,0.3589699074074075,image_907,0.11718106995884757,5
176,0.20254629629629511,0.2776748971193416,0.512905092592592,image_907,0.14099794238683133,5
177,0.21874999999999997,0.8497942386831274,0.21082175925925928,image_907,0.5278806584362141,5
178,0.26273148148148145,0.4773662551440337,0.26869212962962963,image_907,0.6688271604938268,7
179,0.17476851851851852,0.2962962962962962,0.43998842592592596,image_907,0.4383744855967078,3
180,0.13078703703703726,0.22499999999999895,0.519849537037037,image_907,0.6756687242798359,4
181,0.1365740740740741,0.14197530864197588,0.5204282407407407,image_907,0.6389917695473248,4
182,0.21759259259259273,0.38683127572016435,0.6847800925925926,image_907,0.2346707818930043,2
183,0.9734375,0.9990740740740741,0.4888020833333333,image_1372,0.49953703703703706,0
184,0.6756365740740731,0.9695473251028811,0.3552662037037032,image_1372,0.5170267489711936,1
185,0.32690972222222214,0.5807613168724279,0.8360243055555556,image_1372,0.7086934156378601,5
186,0.23250468643490121,0.39765236436163515,0.5500671012269939,image_1372,0.44685283016486144,3
187,0.30221248105075227,0.4023431190757588,0.44576875947462385,image_1372,0.7979025145361947,5
188,0.2003761574074074,0.26800411522633766,0.15597511574074077,image_1372,0.8676440329218106,5
189,0.16420717592592576,0.2250514403292177,0.45907118055555546,image_1372,0.16535493827160483,4
190,0.33376736111111116,0.39619341563786076,0.7793836805555556,image_1372,0.19809670781893038,7
191,0.33637152777777785,0.5709876543209877,0.1733362268518519,image_1372,0.4463477366255145,2
192,0.9915044398907104,0.9709471766848815,0.5037269467213115,image_1399,0.5126745598057074,0
193,0.33177083333333335,0.8074074074074075,0.83359375,image_1399,0.40370370370370373,7
194,0.2580174180327868,0.18796296296296275,0.8721268784153006,image_1399,0.9074605343047966,5
195,0.2809084699453552,0.48573163327261615,0.620594262295082,image_1399,0.72695810564663,3
196,0.21857923497267695,0.37492410443230123,0.49721653005464445,image_1399,0.322434729811779,4
197,0.39532103825136505,0.2726472374013355,0.2022199453551907,image_1399,0.8663175470552519,2
198,0.8486519607843137,0.7443718228031955,0.4743259803921569,image_734,0.5898148148148148,0
199,0.15072293171654647,0.36765088101517435,0.20969561618507063,image_734,0.19108760463249647,6
200,0.20493044805641566,0.3915883117379498,0.6559374462504299,image_734,0.19559444635553985,2
201,0.22160947712418289,0.6463326071169208,0.7755923202614379,image_734,0.43549382716049384,5
202,0.253620571035432,0.5310333295111422,0.5410410216718264,image_734,0.6746975690861138,5
203,0.3125,0.36855482933914296,0.2675245098039216,image_734,0.6633442265795206,5
204,0.23488562091503268,0.2977487291212781,0.4809640522875817,image_734,0.3356390704429919,7
205,0.07046568627450978,0.18700072621641248,0.5488766339869282,image_734,0.29115831517792307,8
206,0.11131535947712416,0.2396514161220043,0.3190972222222222,image_734,0.3719498910675382,8
207,0.9272467320261437,0.7862745098039217,0.46362336601307186,image_720,0.6051742919389979,0
208,0.1717400885792912,0.38972785995489817,0.16548605736154104,image_720,0.20007453273707143,6
209,0.2325039774681804,0.4545149638802882,0.6584905508255934,image_720,0.22620446814203227,2
210,0.24611928104575162,0.7643427741466955,0.7878472222222223,image_720,0.47997458242556285,5
211,0.2852177932576543,0.5227181515881212,0.5292661033711729,image_720,0.7377149982800135,5
212,0.33292483660130723,0.4302832244008714,0.23178104575163397,image_720,0.7523057371096588,5
213,0.2675653594771242,0.3395061728395061,0.4636029411764706,image_720,0.380119825708061,7
214,0.08067810457516321,0.21241830065359485,0.5386642156862746,image_720,0.3220225127087872,8
215,0.11335784313725489,0.2578068264342774,0.28233251633986933,image_720,0.43730936819172117,8
216,0.9145833333333333,0.7601851851851852,0.45729166666666665,image_708,0.6189814814814815,0
217,0.19420740884072907,0.3915434009861252,0.13791252794977632,image_708,0.2627106983144134,6
218,0.24301255589955276,0.49078947368421005,0.6511937779497764,image_708,0.24539473684210503,2
219,0.24918300653594774,0.8514887436456066,0.7730392156862745,image_708,0.5253631082062454,5
220,0.28895553835569354,0.4047079845583464,0.5096888974888198,image_708,0.796720081794901,5
221,0.34415849673202614,0.39208424110384943,0.22207924836601306,image_708,0.8058278867102399,5
222,0.2767565359477125,0.36310820624546125,0.44573120915032677,image_708,0.45183369644153953,7
223,0.08782679738562109,0.2578068264342775,0.5218137254901961,image_708,0.3937363834422658,8
224,0.10825163398692815,0.26688453159041386,0.2685457516339869,image_708,0.4708968772694263,8
225,0.8512636612021859,0.883424408014572,0.4720286885245902,image_1548,0.525075895567699,0
226,0.2757855191256831,0.5595021250758959,0.7964822404371583,image_1548,0.6490892531876138,5
227,0.26833556641446094,0.5202769604408942,0.2642395045187059,image_1548,0.4315410303115218,2
228,0.46349897540983587,0.3520947176684878,0.38743596311475426,image_1548,0.8093655130540379,5
229,0.2691000683060111,0.3647540983606558,0.7195654030054645,image_1548,0.1818002428658167,7
230,0.18869535519125713,0.30206435944140886,0.5531420765027322,image_1548,0.44083181542197925,3
231,0.15625000000000072,0.1851851851851851,0.4686133879781425,image_1548,0.23211900425015178,4
232,0.7317281420765027,0.7680631451123255,0.468613387978142,image_1548,0.525075895567699,1
233,0.8118872549019608,0.7516339869281046,0.46819852941176465,image_683,0.6206790123456791,0
234,0.16561263759889921,0.3479704162366699,0.19203834494324046,image_683,0.2754194855330046,6
235,0.21041451668386651,0.43612353323395636,0.626643124355005,image_683,0.21987730764820554,2
236,0.20731209150326796,0.740740740740741,0.7572099673202615,image_683,0.4790668119099494,5
237,0.24545063639490938,0.46734415013568764,0.5124462504299963,image_683,0.7610083897106602,5
238,0.2930964052287582,0.38489469862018877,0.26599264705882353,image_683,0.7659222948438635,5
239,0.2440767973856209,0.3231663035584603,0.4620710784313726,image_683,0.41733841684822076,7
240,0.07863562091503275,0.22694262890341318,0.5233455882352941,image_683,0.3655954974582425,8
241,0.10008169934640525,0.2668845315904141,0.30531045751633984,image_683,0.4291394335511983,8
242,0.8472630718954248,0.7778140885984023,0.4409517973856209,image_697,0.6101670297748729,0
243,0.19318616701066377,0.3388927110805334,0.13535942337461293,image_697,0.30537591254825514,6
244,0.22962407550739575,0.45896303940679556,0.5782311554007566,image_697,0.23129706073462503,2
245,0.22160947712418289,0.8151779230210604,0.7337214052287581,image_697,0.49994553376906314,5
246,0.28017285861713137,0.41560123074570954,0.463426642586859,image_697,0.7905109314681037,5
247,0.3002450980392156,0.3792665214233843,0.2236111111111111,image_697,0.8121278140885985,5
248,0.26348039215686275,0.3576615831517792,0.41356209150326795,image_697,0.4545570079883805,7
249,0.10110294117647065,0.2596223674655048,0.48147467320261433,image_697,0.39827523602033404,8
250,0.07863562091503272,0.22512708787218602,0.25271650326797385,image_697,0.4518336964415396,8
251,1.3117283950617284,0.4592013888888889,1.0728395061728395,image_1212,0.2504340277777778,0
252,0.4120370370370369,0.2055555555555555,0.675462962962963,image_1212,0.10364583333333331,5
253,0.20216049382716042,0.08680555555555557,1.2665123456790126,image_1212,0.07725694444444448,5
254,0.2746913580246914,0.09982638888888905,1.0620370370370367,image_1212,0.4292534722222223,5
255,0.2376543209876544,0.04513888888888887,1.3969135802469135,image_1212,0.36892361111111116,4
256,0.14043209876543197,0.06423611111111101,1.0597222222222225,image_1212,0.27777777777777785,4
257,0.3256172839506178,0.1762152777777777,1.4979938271604936,image_1212,0.13237847222222227,3
258,0.3873456790123456,0.20138888888888887,0.6816358024691358,image_1212,0.3281249999999999,3
259,0.42283950617283916,0.22656249999999994,1.0697530864197529,image_1212,0.13585069444444442,2
260,0.26234567901234573,0.06163194444444446,0.6808641975308644,image_1212,0.2313368055555556,2
261,0.15277777777777757,0.09895833333333333,0.9054012345679013,image_1212,0.2526041666666667,10
262,0.4490740740740745,0.13368055555555558,1.4007716049382717,image_1212,0.2803819444444445,8
263,0.40432098765432084,0.0703125,1.3969135802469137,image_1212,0.4266493055555556,7
264,0.40432098765432095,0.17916666666666647,0.7287037037037037,image_1212,0.46770833333333334,7
265,1.376543209876543,0.49074074074074064,0.8336419753086419,image_867,0.2778356481481481,0
266,0.24897119341563748,0.06684027777777768,1.1402263374485597,image_867,0.08237847222222217,4
267,0.43827160493827144,0.2824074074074075,0.825411522633745,image_867,0.18640046296296292,5
268,0.5279835390946536,0.24126157407407392,0.8929012345679025,image_867,0.4429108796296297,5
269,0.42592592592592593,0.19369212962962976,0.5435185185185185,image_867,0.40552662037037024,5
270,0.43415637860082307,0.14236111111111102,0.42211934156378605,image_867,0.2517939814814815,5
271,0.23045267489711938,0.13541666666666655,0.44783950617283946,image_867,0.15225694444444446,5
272,0.21604938271604948,0.1759259259259259,0.39537037037037037,image_867,0.14241898148148147,5
273,0.18106995884773652,0.10763888888888874,0.2852880658436213,image_867,0.14646990740740734,5
274,0.13786008230452687,0.10185185185185179,0.6299382716049382,image_867,0.14126157407407405,10
275,0.450514403292181,0.2537615740740739,0.22463991769547326,image_867,0.3824363425925927,2
276,0.4046296296296297,0.259375,0.20231481481481484,image_867,0.3854166666666667,3
277,1.4207650273224044,0.4918032786885246,1.0509107468123862,image_1574,0.24668715846994535,0
278,0.22768670309653719,0.1442964480874317,0.9628718882817235,image_1574,0.1028176229508197,6
279,0.20947176684881583,0.16649590163934427,1.0812689738919252,image_1574,0.1224556010928962,4
280,0.27618135376756076,0.05926724137931026,1.4007500575759482,image_1574,0.3763331449029585,4
281,0.44055859137826336,0.20826502732240434,0.6181238615664845,image_1574,0.10373975409836067,5
282,0.16089860352155444,0.0845286885245903,0.6805403764420158,image_1574,0.23259904371584705,5
283,0.3034252454829047,0.1825104225551157,1.010764608588238,image_1574,0.47226084063501034,5
284,0.4015922366685511,0.23262819153947606,0.6057309004878252,image_1574,0.3711517512247976,7
285,0.4387025521847456,0.08567988034671169,1.3764896467977306,image_1574,0.4412106062747315,7
286,0.47814207650273216,0.24760928961748638,1.4159684274438373,image_1574,0.233025956284153,8
287,0.20340012143290834,0.10758196721311475,0.8338494231936854,image_1574,0.2629098360655738,10
288,0.05809936561773755,0.14225315620878085,1.0294506207734022,image_1574,0.31046495195025436,8
289,1.492577936896761,0.5054468155266629,1.0245828360865104,image_1560,0.2637548285283588,0
290,0.24213303184473245,0.16156726964386656,0.8827889789167345,image_1560,0.13004286791030717,6
291,0.2081893934635593,0.16602776992651208,1.0591414902748992,image_1560,0.14318147022800076,4
292,0.27618135376756076,0.05926724137931026,1.400750057575948,image_1560,0.396824948181647,4
293,0.46775223499361407,0.25862068965517243,0.5287884973724432,image_1560,0.1288713609383833,5
294,0.16553085023972525,0.09036119747503293,0.6493839373573687,image_1560,0.2578590187488224,5
295,0.3401435211356069,0.15348036791030695,0.9805505830873272,image_1560,0.4843851575749012,5
296,0.4022988505747126,0.24335488505747147,0.5757259803613676,image_1560,0.4004222018089319,7
297,0.45388166572451477,0.08397223007348782,1.3734538240897767,image_1560,0.46341005982664407,7
298,0.46751669702489385,0.27834699453551914,1.4061020036429874,image_1560,0.2347336065573771,8
299,0.20114942528735555,0.10326867816091952,0.7894897724179802,image_1560,0.29575707791596006,10
300,0.07662835249042141,0.14188218390804602,0.9916598622364594,image_1560,0.3384556953080837,8
301,1.3352880658436215,0.45775462962962965,0.8397633744855968,image_873,0.3331018518518518,0
302,0.21810699588477356,0.06221064814814809,1.1289094650205762,image_873,0.14603587962962963,4
303,0.41358024691358014,0.2662037037037039,0.8315843621399177,image_873,0.2523726851851851,5
304,0.5034979423868324,0.17303240740740727,0.8991769547325098,image_873,0.47430555555555565,5
305,0.40329218106995895,0.1821180555555557,0.5527777777777778,image_873,0.45992476851851843,5
306,0.41769547325102857,0.13657407407407388,0.4426954732510289,image_873,0.31255787037037047,5
307,0.19958847736625535,0.12499999999999988,0.48796296296296277,image_873,0.22112268518518519,5
308,0.20781893004115243,0.1666666666666667,0.41800411522633757,image_873,0.20954861111111103,5
309,0.18106995884773652,0.10763888888888874,0.312037037037037,image_873,0.21244212962962955,5
310,0.13580246913580254,0.09606481481481476,0.635082304526749,image_873,0.20896990740740737,10
311,0.46286008230452674,0.23871527777777762,0.22998971193415638,image_873,0.4432002314814815,2
312,0.42427983539094655,0.23854166666666665,0.21183127572016458,image_873,0.44328703703703715,3
313,1.3688271604938274,0.4600694444444445,1.0628086419753087,image_1206,0.2430555555555556,0
314,0.42438271604938277,0.2069444444444444,0.6276234567901234,image_1206,0.103125,5
315,0.20216049382716042,0.08680555555555557,1.2665123456790126,image_1206,0.07725694444444448,5
